Unique Entry ID,Name,Catalog,Source,Source Notes,Seasonal Availability,Buy,Item Type
dJmvANEXpjtd5Soki,retro gas pump,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2700,housewares
88NqtdPHNcBpi6h7W,retro gas pump,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2700,housewares
cowM74tEWZFgZBLoW,retro gas pump,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2700,housewares
EhzCWEbQmTfkYR8kv,retro gas pump,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2700,housewares
u3r2EvyDfxRQcmLg6,retro gas pump,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2700,housewares
qagTFskbGjBHLTRhg,retro gas pump,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2700,housewares
yHAAxQb6RobbQMnEy,retro gas pump,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2700,housewares
XrWWmDWwB6x9JvMu5,retro stereo,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,6000,housewares
EAWNW8osfuCEW9obn,retro stereo,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,6000,housewares
Wnpf4ZF76pxaBvSp2,robot hero,Not for sale,Crafting,,Not Applicable,NFS,housewares
5ATHWvuQh5zTw5j57,robot hero,Not for sale,Crafting,,Not Applicable,NFS,housewares
ek5Pm8kfYWNkMobuS,robot hero,Not for sale,Crafting,,Not Applicable,NFS,housewares
kxWSwX4Ekkc9ugtvM,robot hero,Not for sale,Crafting,,Not Applicable,NFS,housewares
37RhqmyjhskMNsDjT,robot hero,Not for sale,Crafting,,Not Applicable,NFS,housewares
6GwjvSBhWyZMoRcef,robot hero,Not for sale,Crafting,,Not Applicable,NFS,housewares
x82rpq4urT2PcnG7M,robot hero,Not for sale,Crafting,,Not Applicable,NFS,housewares
5BJrv5KYcgfvth2c9,robot hero,Not for sale,Crafting,,Not Applicable,NFS,housewares
bjsr3Gsdoq5jjgSnZ,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
vLG7Z9ePH3hy55SYi,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
xSFnF93iuZ7eXDaTL,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
vr8rsE6aRohYh3FoQ,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
LiDrdxgmRKvkhxJXf,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
5FYnneKsSa2QnKbGA,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
3qLx4BNFNw5EsS9XP,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
MWaEsewN2nKHN2vY2,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
rz9WvzFk74XAD8sMY,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
HppCENpzKstDHJZ6x,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
2jJ7kR2DYsNfiAhGb,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
8oyHAWaDy4AhaqNHP,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
xxXXBjwEe2W97Nahc,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
safh9vG3CzqnZznib,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
hS2nukyD3caf68iyt,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
Qjp7sfjNKdhhJTpMi,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
kATbKmvwL3LA8H7Bj,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
5Jr4PgxpS55xx7YGW,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
6RXWoHBCLb2gfy2vf,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
x8CMeYbyoQmQCKtzh,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
7x9F6ys2EwmoHMPfe,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
vacan7uy4zG7XvKrb,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
dfKCgpgs3WNbhjT4G,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
woYi8tLMgmGTv6Rzo,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
5SSNDrDt7ckSQQw9K,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
ReffCpKXNzyBtGf7v,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
249soj7oak3Z5uvyP,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
EBKpLmEL5uLted4Yq,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
gaQjct3qrLTXAswQq,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
DRzTenXZx8kYRHPSY,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
Ag9sqsKT4jw968Aeq,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
SsxmA8wAe8k3xkcGv,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
iMBLpYvwSDTvznaoA,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
PNDgcTjSGf2fbiEnA,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
uFwpFLSPLpjzysJwy,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
qiBv8vnTaGooeJfHj,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
SdCwBjZkayJZybkLd,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
yrdXHmqYYbQBSbmJM,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
jHTHnWigvpQZN2srj,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
5yFhS4oEHHFa9GaCN,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
pfJsSCdjHxYqTAjnv,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
Ec3mAeZre73JHkmra,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
AjErqRcFLBcKtyFZ4,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
kFe3w9fYgzDRJa5BM,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
oPR8TGqEK3E4baC8q,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
W8N2sac32cyTWPZkg,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
zBZ39HEkgB3qYjFWg,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
Ek8rdWrFB6GF9QoAf,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
sbNgPzGJ2WqkRczPJ,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
vfFDZSWiRkCosrF5i,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
6i3NQQcCRSmMQBZ6E,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
Q4RhA32HHk38Dj4wu,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
qvhLpMK9cqEpfeXTx,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
FHsfWrGHanE39532b,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
7N9qgTits4TrPMSvW,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
k7K8dPJczpdyJiMqs,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
fi9SwywkscdbfDJ5a,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
Wrg35aB3MyPrbQCwB,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
YxzmMKHHbWfvnXQXo,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
NveNGKWiTkPpHDJyK,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
chzcvicZfo4obQCnm,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
Z8k5amCLFjjbwsbmm,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
cfSMsrNLWWh75RuJF,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
C6mRibmdjsk8vvYtS,rock guitar,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,3100,housewares
KkcXfWMrSimkgeyAT,rocket,Not for sale,Crafting,,Not Applicable,NFS,housewares
JyFNqtLNJaayDW7WT,rocket lamp,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1500,housewares
xtPb2cDfnj4wHQCbp,rocket lamp,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1500,housewares
qS8yfxwPKzXEbtPBs,rocket lamp,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1500,housewares
wWcfwGBc6yF88wrjb,rocket lamp,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1500,housewares
sQZunaTDFEqcLuPEi,rocket lamp,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1500,housewares
i2XSzh44EjNae6qhw,rocket lamp,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1500,housewares
5vLFXPiq4goDBwqxx,rocket lamp,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1500,housewares
WZoiuhf5z3YxrSsrH,rocking chair,Not for sale,Crafting,,Not Applicable,NFS,housewares
jxPNjfiBzCdb5tsxj,rocking chair,Not for sale,Crafting,,Not Applicable,NFS,housewares
6aMaskrMsv96YLbyP,rocking chair,Not for sale,Crafting,,Not Applicable,NFS,housewares
itm2ysqveinM3g6Nb,rocking chair,Not for sale,Crafting,,Not Applicable,NFS,housewares
8K2rL8yxTQJ377G2t,rocking chair,Not for sale,Crafting,,Not Applicable,NFS,housewares
5yG5dJeztH649hDEF,rocking horse,Not for sale,Crafting,,Not Applicable,NFS,housewares
PnfktiMPc3uczaqET,rocking horse,Not for sale,Crafting,,Not Applicable,NFS,housewares
E5xCNyG3S666Po9Lf,rocking horse,Not for sale,Crafting,,Not Applicable,NFS,housewares
x2AAshk3vZmob4zon,rocking horse,Not for sale,Crafting,,Not Applicable,NFS,housewares
gWsRZjnmBJkYeKRzx,rocking horse,Not for sale,Crafting,,Not Applicable,NFS,housewares
qDZHrhszEc9eJjBPD,rocking horse,Not for sale,Crafting,,Not Applicable,NFS,housewares
p8RrZM4Fd3LgJYprm,rose bed,Not for sale,Crafting,,Not Applicable,NFS,housewares
dbPk29BrZrPQriAJv,rose bed,Not for sale,Crafting,,Not Applicable,NFS,housewares
5Gx4nQmQWhXauTzgk,rose bed,Not for sale,Crafting,,Not Applicable,NFS,housewares
Nj3keSTznWDDkKepm,round space heater,For sale,Nook's Cranny,Season sale item,Not Applicable,2700,housewares
tKZXYfPR8TKLfhixP,round space heater,For sale,Nook's Cranny,Season sale item,Not Applicable,2700,housewares
B65rJDqKTZcnZPdrE,round space heater,For sale,Nook's Cranny,Season sale item,Not Applicable,2700,housewares
Fdq3tM5eiCbno2xji,round space heater,For sale,Nook's Cranny,Season sale item,Not Applicable,2700,housewares
HAY4chL9uCKABaQJu,round space heater,For sale,Nook's Cranny,Season sale item,Not Applicable,2700,housewares
BYDjFzJumBZZzGET7,round space heater,For sale,Nook's Cranny,Season sale item,Not Applicable,2700,housewares
aMfnTih5n6jQ5bJHE,safe,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3600,housewares
3ZbArQrgkYzgief4y,safe,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3600,housewares
wY7u4YLz9avo8AGXk,safe,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3600,housewares
GCT7bxDSTwvYzwxjm,safe,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3600,housewares
i7RJv2qPab5Pucaz2,sand castle,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2100,housewares
bbH5SY5jNFTamvTLP,sand castle,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2100,housewares
8oNaMpJdfh8E9w6zw,sandbox,Not for sale,Nook Miles Shop,,Not Applicable,NFS,housewares
m7EotmYZGfWPrCrKp,satellite,Not for sale,Crafting,,Not Applicable,NFS,housewares
zeqHNikZg489sMDu2,sauna heater,Not for sale,Crafting,,Not Applicable,NFS,housewares
LshGzL3LLw673uFaH,scarecrow,Not for sale,Crafting,,Not Applicable,NFS,housewares
vfQBFJrut86FQKEX8,scattered papers,Not for sale,Crafting,,Not Applicable,NFS,housewares
xRRJPt8PHudoKhdvD,scattered papers,Not for sale,Crafting,,Not Applicable,NFS,housewares
tvGnfcrHedLLNXriQ,scattered papers,Not for sale,Crafting,,Not Applicable,NFS,housewares
cvAxjdAYHkQC4LPWG,scattered papers,Not for sale,Crafting,,Not Applicable,NFS,housewares
NukHfecsnkaCp2QMz,school chair,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,980,housewares
dHiaxgFab46c8kan4,school chair,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,980,housewares
TB8xPSJhuu7YafYsv,school chair,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,980,housewares
ZvwHXgonhNnHJMH6q,school chair,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,980,housewares
Tth3gQprmS3vcndBS,school chair,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,980,housewares
pEr6cDMn37RijGCXW,school chair,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,980,housewares
sSJDh9ononXBpyHEY,school desk,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,housewares
GjBapFwyM2h4MssGA,school desk,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,housewares
c4LPPGGWHeZyXuDfH,school desk,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,housewares
pbR8h7okiYCT9jyzq,school desk,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,housewares
Qx6YNk7AhB9MazrSk,school desk,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,housewares
YgXsaQPD7XfQb87dD,school desk,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,housewares
BAwK7aGJs85NoNhus,screen,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,140000,housewares
gKr6QZnehqhAbkuDf,screen,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,140000,housewares
chz42N5FbGPkxyTgu,screen,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,140000,housewares
QXK8XrHKB23TFPKCE,screen,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,140000,housewares
qfppYWqSiPywDiT4t,screen,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,140000,housewares
7qaEQgzjaGm7XAep9,server,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,100000,housewares
BsLHqpK32mj4b8Bkv,serving cart,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1300,housewares
YJY35LRvtezzx7edn,serving cart,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1300,housewares
q3D4ZSmsp6Gon9cKZ,serving cart,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1300,housewares
YJt9y4i4HXxPePjKF,serving cart,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1300,housewares
uYsKGgbqBwaWR6MKq,serving cart,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1300,housewares
zqrFXqZ3FCKquoe8X,serving cart,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1300,housewares
584LfQkaemKeexgc9,shaded floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1700,housewares
qbzKhkEheCZTKoude,shaded floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1700,housewares
bdE53NNKqeQshCLWj,shaded floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1700,housewares
w6QgQJ8DXZko3cMfq,shaded floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1700,housewares
DnNit9WY77gSp2p8h,shaded floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1700,housewares
qGdex2CAvzdhQacoX,shaded floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1700,housewares
Tr6uxAyLwQ9QtZhRv,shaded floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1700,housewares
ginqgQTYQjXAffTnL,shaded floor lamp,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,1700,housewares
hijSDaBKCs7eiu8Xv,shell arch,Not for sale,Crafting,,Not Applicable,NFS,housewares
gTj8HEXN5WdbBHbsK,shell arch,Not for sale,Crafting,,Not Applicable,NFS,housewares
h595SqiyMd6S8yeNW,shell arch,Not for sale,Crafting,,Not Applicable,NFS,housewares
EFmv6TW7jmKs26rKH,shell arch,Not for sale,Crafting,,Not Applicable,NFS,housewares
xazwr82AExanNHxRB,shell arch,Not for sale,Crafting,,Not Applicable,NFS,housewares
3YKjQDhpKgxxeZdpR,shell arch,Not for sale,Crafting,,Not Applicable,NFS,housewares
wB2bDs5c4CNXdD64T,shell bed,Not for sale,Crafting,,Not Applicable,NFS,housewares
rM47wpyGB9LQZ5QP3,shell bed,Not for sale,Crafting,,Not Applicable,NFS,housewares
B4zAF5gFAgx9obieZ,shell bed,Not for sale,Crafting,,Not Applicable,NFS,housewares
A7YgKpEzLEM7Hb9LS,shell bed,Not for sale,Crafting,,Not Applicable,NFS,housewares
J3pFmsQATYKiBBYmu,shell bed,Not for sale,Crafting,,Not Applicable,NFS,housewares
cJ2KGFGJfXX6sgu6G,shell bed,Not for sale,Crafting,,Not Applicable,NFS,housewares
68gjWsoz8NaRqs2Wg,shell fountain,Not for sale,Crafting,,Not Applicable,NFS,housewares
roZwMxoBbx7ijmvhn,shell fountain,Not for sale,Crafting,,Not Applicable,NFS,housewares
fCvctLtg9Yzwi2AJo,shell fountain,Not for sale,Crafting,,Not Applicable,NFS,housewares
bseA8tHkwhS29sYC4,shell fountain,Not for sale,Crafting,,Not Applicable,NFS,housewares
tL4Bkd2LH4u4qX6pY,shell fountain,Not for sale,Crafting,,Not Applicable,NFS,housewares
EXSGgdnN9a4E6P878,shell fountain,Not for sale,Crafting,,Not Applicable,NFS,housewares
Z8zLLiju3bFv5PqQq,shell partition,Not for sale,Crafting,,Not Applicable,NFS,housewares
So2oPiYBNhtNECFrw,shell partition,Not for sale,Crafting,,Not Applicable,NFS,housewares
CnsF4ycfyXihMCEz6,shell partition,Not for sale,Crafting,,Not Applicable,NFS,housewares
pmmiQ5oDwsfYQRtyx,shell partition,Not for sale,Crafting,,Not Applicable,NFS,housewares
CL9NBivbKtRquGWAh,shell partition,Not for sale,Crafting,,Not Applicable,NFS,housewares
fgiY5nhqYcHHaYzLD,shell partition,Not for sale,Crafting,,Not Applicable,NFS,housewares
x8EhK5PKEMFar49Td,shell stool,Not for sale,Crafting,,Not Applicable,NFS,housewares
bA9ruYWzj6Tocov98,shell stool,Not for sale,Crafting,,Not Applicable,NFS,housewares
N8DJAq2nCFyuEGEdd,shell stool,Not for sale,Crafting,,Not Applicable,NFS,housewares
sFNyE2EFkhCbEuW23,shell stool,Not for sale,Crafting,,Not Applicable,NFS,housewares
TGcEDhGnjzRAbqsrB,shell stool,Not for sale,Crafting,,Not Applicable,NFS,housewares
xys7BedTRC9h7TbPb,shell stool,Not for sale,Crafting,,Not Applicable,NFS,housewares
S5WDhgsqQEmzSPDtG,shell table,Not for sale,Crafting,,Not Applicable,NFS,housewares
XN9xnxSAb9TEJMABk,shell table,Not for sale,Crafting,,Not Applicable,NFS,housewares
KamLStHNFkjDxyvwD,shell table,Not for sale,Crafting,,Not Applicable,NFS,housewares
vSyz5vxGYFam6MBHS,shell table,Not for sale,Crafting,,Not Applicable,NFS,housewares
yKEoPwwSmPPAfTMk2,shell table,Not for sale,Crafting,,Not Applicable,NFS,housewares
qPMuD4vdEsEsmYKJA,shell table,Not for sale,Crafting,,Not Applicable,NFS,housewares
vxmeCxPXbWQ6FqxfJ,shower booth,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,110000,housewares
xdvJADRhmAbWEPxNZ,shower booth,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,110000,housewares
tziNu8x2bFRB2za6q,shower booth,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,110000,housewares
j5oLGNGGTR2oRXnd6,shower booth,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,110000,housewares
RAqjSXzbRx6hnMQj2,signpost,Not for sale,Crafting,,Not Applicable,NFS,housewares
nzn26CFXQQf5gftH6,signpost,Not for sale,Crafting,,Not Applicable,NFS,housewares
h4Zs4JLXgHsme6iQk,signpost,Not for sale,Crafting,,Not Applicable,NFS,housewares
F6X2AgPxjAfwrLZXA,signpost,Not for sale,Crafting,,Not Applicable,NFS,housewares
MJdC6k2inRvsRk7gc,signpost,Not for sale,Crafting,,Not Applicable,NFS,housewares
fWqbnxXmNz4cDHuDg,signpost,Not for sale,Crafting,,Not Applicable,NFS,housewares
YsmNnciBFKixYsYt2,signpost,Not for sale,Crafting,,Not Applicable,NFS,housewares
nGQF4yCirs9kxcYdf,signpost,Not for sale,Crafting,,Not Applicable,NFS,housewares
m4S2c5LYpFsAYuowE,silo,Not for sale,Crafting,,Not Applicable,NFS,housewares
H3DbbcT7KKXEasueS,silo,Not for sale,Crafting,,Not Applicable,NFS,housewares
AhJbeCjLhjdnuPRBL,silo,Not for sale,Crafting,,Not Applicable,NFS,housewares
2TzE9DpRFugRwGLkC,silo,Not for sale,Crafting,,Not Applicable,NFS,housewares
