Unique Entry ID,Name,Catalog,Source,Source Notes,Seasonal Availability,Buy,Genuine,Item Type
N4hjHX9MesAnWmjtm,hose reel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1400,Not Applicable,housewares
H9eiQQw7WetkqitJg,hose reel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1400,Not Applicable,housewares
RvXk527wFoYioBTNx,hose reel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1400,Not Applicable,housewares
Aja6Y8BJCufbmSWdj,hose reel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1400,Not Applicable,housewares
YJdmC6X3jYpi95HdS,hose reel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1400,Not Applicable,housewares
ZSMXhoXqbSCfDoZBN,hose reel,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1400,Not Applicable,housewares
njZ7bxchHssg5AfPh,illuminated present,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
BvDE932P46wPWRT7j,illuminated present,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
qCBFDhStjRLhtiyaC,illuminated present,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
73Nj9yLoxLRk5DNLW,illuminated present,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
Fu398t6EcYJrh6Anx,illuminated reindeer,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
6RiM37yoSiesiGqti,illuminated reindeer,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
Yi5ziKzeQ5AsyXE7k,illuminated reindeer,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
s4MEWnJFgptPZsLLE,illuminated reindeer,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
hHBhm7xiSchK7cFsP,illuminated reindeer,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
3QBagNHKo6jgjk97w,illuminated snowflakes,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
f7bPjwYuj6JSpKKFx,illuminated snowflakes,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
62Sao5K8hXaRJDxxu,illuminated snowflakes,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
zEMym2c8zm5ZMsmvx,illuminated snowflakes,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
GCLNjitZcjnFsn9y7,illuminated tree,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
DKhrZexDjRWiBf25M,illuminated tree,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
wZJp2yyr6LtHnoPJv,illuminated tree,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
XHrzbcvqKedRpzBQW,illuminated tree,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
x4yeHmoPA4sHKCaMw,illuminated tree,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
rDkuq5s6iYCNzoXTo,illuminated tree,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
GdhBEJLzHkNahttqL,imperial bed,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,23000,Not Applicable,housewares
7yopgnzGfhrKWgHH3,imperial bed,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,23000,Not Applicable,housewares
dY7DrGHzveJDu4koW,imperial bed,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,23000,Not Applicable,housewares
apbWZJ6cgy9WPsfep,imperial bed,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,23000,Not Applicable,housewares
6J5AamaA5SgeTKjrF,imperial chest,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,9300,Not Applicable,housewares
NNhkKWrdaadKjxNG6,imperial chest,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,9300,Not Applicable,housewares
4ADTP6KQ8NHTyM76Y,imperial chest,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,9300,Not Applicable,housewares
AzrqKcPetJix2h3z4,imperial chest,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,9300,Not Applicable,housewares
TDpS7RgLPzPbYYpZe,imperial dining chair,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,29000,Not Applicable,housewares
LewsiCSziWK5SNXj5,imperial dining chair,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,29000,Not Applicable,housewares
dc6hbmqv3dysCfYCk,imperial dining table,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,73000,Not Applicable,housewares
ZoT4hFXHHtRvLLbDm,imperial dining table,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,73000,Not Applicable,housewares
TLKNgkKmfsBtZnPw5,imperial low table,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3700,Not Applicable,housewares
dypprqwTkEgETHidX,imperial low table,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3700,Not Applicable,housewares
hf4EeS6wuFJWmguLQ,imperial low table,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3700,Not Applicable,housewares
cc2s6L6ne6WtYLsR5,imperial low table,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3700,Not Applicable,housewares
mJDAaQMtCpSZc2dD2,imperial partition,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,5000,Not Applicable,housewares
iB8NryodKcKNPgAjH,imperial partition,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,5000,Not Applicable,housewares
TXeEFRd7NkYBiWTTR,imperial partition,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,5000,Not Applicable,housewares
YtGYc4r4r6aabaxim,imperial partition,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,5000,Not Applicable,housewares
dcZBoXoykxkHe4tRP,inflatable sofa,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1100,Not Applicable,housewares
WHy5paw9w8wdn8A4h,inflatable sofa,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1100,Not Applicable,housewares
68JaHZw25gEkboa5j,inflatable sofa,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1100,Not Applicable,housewares
EFqMSCmdDZ3DmWhxo,inflatable sofa,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1100,Not Applicable,housewares
gARKoZfArjvjoawZn,inflatable sofa,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1100,Not Applicable,housewares
PSszDsT5YS399vur9,inflatable sofa,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1100,Not Applicable,housewares
DDgzFenrfXz2znQxr,inflatable sofa,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1100,Not Applicable,housewares
v745nKx3Yr5SKq4A3,inflatable sofa,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,1100,Not Applicable,housewares
HvZ5NYYYAncvQAAQR,iron closet,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
qvR4vJGDFqgXuKc8p,iron closet,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
BBGzPzjsucH4iAWBW,iron frame,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
qkEHBZAT4g8bbaJ7D,iron frame,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
BqFNiG9meYjBy5ZCr,iron frame,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
oQ8zB3JKwZk4AADy3,iron garden bench,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
RYw2awar4bptqk5vG,iron garden bench,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
fxMDAtGGQbx2GfpWN,iron garden bench,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
9R5dxxgmSQvuhpk9s,iron garden bench,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
Z355Gu5i6WEjTHdAA,iron garden bench,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
8XSMwbGg2vfFAdXYu,iron garden chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
u2nKP7oLzpQcZuXXu,iron garden chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
uzri2FZPKW5W6uMwc,iron garden chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
kRkC4TEaN9id2AuM8,iron garden chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
qZcADQ4PMgdMY2wAT,iron garden chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
4nS5tFWWCNYiZHG93,iron garden table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
mjtq7Xm2MqGriHw7E,iron garden table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
JioJ8kboekh2siw8D,iron garden table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
6WMSu2MEhSG6epocK,iron garden table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
ZAXbvgxA7MyF3CNkF,iron garden table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
o4cw5GjvQjduW6qPe,iron hanger stand,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
7S8iHSXTEuTXCYEsK,iron hanger stand,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
4hLbHYoPsre8GdJor,iron hanger stand,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
LDXoMXLyLPFLGGN8Y,iron hanger stand,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
m4tStpqzZ7dcjPKAT,iron shelf,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
tiPpt6xywaMzT2GZw,iron shelf,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
Tebe6Ep2AgLHHbrfY,iron worktable,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
a8HjB3fcbQrqnNHTf,iron worktable,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
uPXasx6qobz3jSzdo,ironing board,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2300,Not Applicable,housewares
ykjHZyrvfaLxXBTvt,ironing board,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2300,Not Applicable,housewares
papsmzqBhCXcaYXMB,ironing board,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2300,Not Applicable,housewares
bBGe8NDcHZv3tagTo,ironing board,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2300,Not Applicable,housewares
RBZLQJeKar2LsGMaa,ironing board,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2300,Not Applicable,housewares
JEcoSbWyZrv7tvZiQ,ironwood bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
Nm9jb4sbPg2LnS75A,ironwood bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
FfRJ87oCvZteRYhph,ironwood bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
hosTz9yFXQtSh55E5,ironwood bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
3oiAE282ZhEH8m64h,ironwood bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
H8uw4eh7Qzqc4CFMS,ironwood bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
cD9CjJCC7Zcs8K7We,ironwood bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
7WGKxApJbqkGL5Lkh,ironwood bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
BJxJTcGHdxFzEr8vW,ironwood bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
sxAGRSahffrnFZSRA,ironwood bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
mfucWzi3sa5DMYbjL,ironwood bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
FD9MwNcSAxsgZB9qj,ironwood bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
urAyZoLuwjNYYRQHn,ironwood bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
MjNrXGvb8CWTXAfFN,ironwood bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
9jckHfwd2n4iJ6ELD,ironwood bed,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
uE5xCZfBdszvipzhD,ironwood cart,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
ca8ZEmr9HCDu4b3vi,ironwood cart,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
M3v7PqaPpXpxAfub2,ironwood cart,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
JcCRKZRzXkdzTqjkn,ironwood cart,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
QmX2AmaLzgGrvi5mx,ironwood cart,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
Gd5KPkiGL664LBeQW,ironwood chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
tEPjPMZPJbwg9no8y,ironwood chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
6Zi9AuKux8bhvrfTW,ironwood chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
K3oYBdsBXHf4GZFfv,ironwood chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
G9f3sQw8RbYSq9NjW,ironwood chair,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
sMyscZojEKdqjLHBQ,ironwood cupboard,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
QicyaqvM22Huy5SuC,ironwood cupboard,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
PgoMs34eLosKWtX7J,ironwood cupboard,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
8qkioxwYSnemqucoQ,ironwood cupboard,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
pXMERdtLKTF6P87ja,ironwood cupboard,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
GpLGAC5TgSAH87sPr,ironwood DIY workbench,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
FsoLHNwh7gnz2iZPJ,ironwood DIY workbench,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
yxzwNKrBRSCp9bctg,ironwood DIY workbench,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
b8wk34CGzmKHZgH8K,ironwood DIY workbench,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
imFcpFKwNs5dk8q7v,ironwood DIY workbench,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
MEmKytnNJNQAAGhYy,ironwood dresser,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
7tCHuJzQ3wBQ2CSzq,ironwood dresser,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
Ysqa7ASFgy2GrtdhJ,ironwood dresser,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
rQ4ugAuc7bYZ7sAWw,ironwood dresser,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
knYruPBQSwncvreGe,ironwood dresser,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
tD2WZckmYcuJzJaRZ,ironwood kitchenette,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
59TQ7mB6eW672xAz6,ironwood kitchenette,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
jxvNrPeTQZq6SKbgu,ironwood kitchenette,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
jrhLP9a6Rs6dWvcLo,ironwood kitchenette,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
zRM2bbMyvtfHt5J4S,ironwood kitchenette,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
JdNbdG6Lm9JRpQWrr,ironwood low table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
DXizSP54KGBx5BP5s,ironwood low table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
DR9FaS8kZeMbL7qYS,ironwood low table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
wdQgShDyfy9Dxaa9d,ironwood low table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
imxGnbxAEpuK2MaqR,ironwood low table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
wG9xMvT5wnFFFbxQp,ironwood table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
f8FAwnfbepoKcZswB,ironwood table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
wyw3iF5TEsJ8Jc7XW,ironwood table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
2WjyByPY4EBeXcXx9,ironwood table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
ckXna4S38CAbfdaiX,ironwood table,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
A5GnnQ6RYGH974Gto,jail bars,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
XWun8W7qbXBX7CAc2,jail bars,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
qQT5gJYuKth6r87Ly,jail bars,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
TZ25BzNNHG4fcmncS,juicy-apple TV,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
fQY4s2gFf8t2YfqdS,juicy-apple TV,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
NdQCw7DtbKgj8P2jv,jukebox,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,5600,Not Applicable,housewares
zYaneqiibuFWu96uc,kettle bathtub,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
yKSNyMyiFkZp7tLzL,kimono stand,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3200,Not Applicable,housewares
hkkcQs9HSARHGaNj7,kimono stand,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3200,Not Applicable,housewares
ji3khrKKSSrvKp8rs,kimono stand,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3200,Not Applicable,housewares
FcpJacfBfqHFqeirp,kimono stand,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3200,Not Applicable,housewares
rtLTfrfyEncyvRroG,kitchen island,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,170000,Not Applicable,housewares
zbnfAM2g9H7G8NSs6,kitchen island,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,170000,Not Applicable,housewares
RrEYB2BSSSsstqYtu,kitchen island,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,170000,Not Applicable,housewares
cRTus3fqsvu2mrXfG,kitchen island,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,170000,Not Applicable,housewares
rGNcarQcwAMmXGpAc,kitchen island,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,170000,Not Applicable,housewares
JNrZLjGNrZBL5AexG,kitchen island,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,170000,Not Applicable,housewares
PAsdXFAQjygtRDKbQ,kitchen island,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,170000,Not Applicable,housewares
ptbiTGQkPKiSAYECu,kitty litter box,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,Not Applicable,housewares
38LwzjXQCzqc8yqNj,kitty litter box,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,Not Applicable,housewares
tbXfj7e4N6723mujP,kitty litter box,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,Not Applicable,housewares
b2nkCAwQZgrj7fjCF,kitty litter box,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,Not Applicable,housewares
ABDnqEyb59BvLYeJg,kitty litter box,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,Not Applicable,housewares
HDqcrLftoz3WwyYmh,kitty litter box,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,Not Applicable,housewares
8KgEuwSkD9xMff8DD,kitty litter box,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,1100,Not Applicable,housewares
t7j2L56ZZ7XjTbWqJ,kotatsu,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,3700,Not Applicable,housewares
goThJb5CZjarmAs36,kotatsu,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,3700,Not Applicable,housewares
tW6fxiBFTMGH4p4CY,kotatsu,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,3700,Not Applicable,housewares
XjaiJptva6rJCnNyc,kotatsu,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the third unique furniture slot",Not Applicable,3700,Not Applicable,housewares
D9p23LvpEg9me36Tg,large cardboard boxes,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
cKBDhd9jR55jp3Dv9,lawn chair,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,760,Not Applicable,housewares
ZqtBpyBnspf5KoL8o,lawn chair,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,760,Not Applicable,housewares
biA63orayFazc66Yu,lawn chair,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,760,Not Applicable,housewares
Fi2tKRJm2KW2w47XG,lawn chair,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,760,Not Applicable,housewares
xmqpYA7RHPRwRySjk,lawn chair,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,760,Not Applicable,housewares
3GbWmGgvdsyozd7vn,lawn chair,For sale,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",Not Applicable,760,Not Applicable,housewares
eun7RrZhpSYkNrdfB,lawn mower,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2900,Not Applicable,housewares
mhSYZHy389gYdNEhr,lawn mower,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2900,Not Applicable,housewares
CLs9jA4Tqe3vjEYW4,lawn mower,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2900,Not Applicable,housewares
r7z6Gm95H3AdLqWwK,lawn mower,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2900,Not Applicable,housewares
6zfDpxFTpnbuZi5K7,lawn mower,For sale,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,Not Applicable,2900,Not Applicable,housewares
2YhuuP7z6F24optaC,leaf campfire,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
nbty5n27sp3sJn4FM,leaf campfire,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
35Y88uTbmZLHtJ9QX,leaf stool,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
ESCRShzYqEjo7s29Q,leaf stool,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
vtWGFKZGHTHwWmZep,leaf stool,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
iYkc5v3YFMpYfoPGk,leaf stool,Not for sale,Crafting,,Not Applicable,NFS,Not Applicable,housewares
GE3TDid2oNirFn8iH,lecture-hall bench,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3300,Not Applicable,housewares
K5xcTJqKvBEHHw48R,lecture-hall bench,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,3300,Not Applicable,housewares
tDCo7u5vYpnPAY2f8,lecture-hall desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2500,Not Applicable,housewares
88iDCFbBWvPBNZ5vT,lecture-hall desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2500,Not Applicable,housewares
B2T89AGjxASHfT6fk,lecture-hall desk,For sale,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",Not Applicable,2500,Not Applicable,housewares
o5zk7pS64Lcwzhhdy,lifeguard chair,Not for sale,Nook Miles Shop,,Not Applicable,NFS,Not Applicable,housewares
2MwE9GgGhX4wMG2MY,lifeguard chair,Not for sale,Nook Miles Shop,,Not Applicable,NFS,Not Applicable,housewares
4o9f3CQayxswGrYhG,lifeguard chair,Not for sale,Nook Miles Shop,,Not Applicable,NFS,Not Applicable,housewares
bRhFpyBTHPWqY9r8d,lifeguard chair,Not for sale,Nook Miles Shop,,Not Applicable,NFS,Not Applicable,housewares
7DESvhrXXQvZLfXBh,lifeguard chair,Not for sale,Nook Miles Shop,,Not Applicable,NFS,Not Applicable,housewares
cbhaxbJ2B6emG9ESy,lighthouse,Not for sale,Nook Miles Shop,,Not Applicable,NFS,Not Applicable,housewares
